Test,Animal,Experiment,Stage,Trial,P4_tget_latency_to_first_entry,Distance(m),Path_efficiency,Q1_entries,Q1_time,Q1_distance,Q1_mean_visit,Q2_entries,Q2_time,Q2_distance,Q2_mean_visit,Q3_entries,Q3_time,Q3_distance,Q3_mean_visit,Q4_tget_entries,Q4_tget_time,Q4_tget_distance,Q4_tget_latency_to_first_entry,Q4_tget_mean_visit,P4_tget_entries,P4_tget_mean_distance_from,P4_tget_time_getting_closer_to_zone,Q4_Pecent_time,P4_time_getting_closer,Fake_crossings_P1.P2.P3
62,36,7,4,2,"7,9","0,446","0,905",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,1","0,095","1,1",1,"6,7","0,350","1,1","6,7",1,"0,091","3,1",85,39,"0,00"
57,1,1,4,1,"7,0","0,435","0,891",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,8","0,285","1,8",1,"5,0","0,085","2,0","5,0",0,"0,081","3,4",71,49,0
6,37,7,1,2,"3,1","0,405","0,887",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,7","0,151","0,7",1,"2,4","0,254","0,7","2,4",1,"0,031","0,6",77,19,"0,00"
42,36,7,3,2,"8,4","0,401","0,899",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,9","0,053","0,9",1,"7,5","0,347","0,9","7,5",1,"0,081","2,9",89,35,"0,00"
91,32,6,2,2,"4,8","0,399","0,669",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,8","0,399","0,0","4,8",1,"0,047","1,4",100,29,"0,00"
60,17,2,2,4,"6,4","0,386","0,973",0,"0,0","0,000","0,0",1,"1,4","0,070","1,4",0,"0,0","0,000","0,0",1,"4,4","0,094","2,1","4,4",0,"0,040","1,0",69,16,0
124,35,6,3,4,"4,9","0,381","0,870",1,"0,4","0,000","0,4",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,5","0,381","0,4","4,5",1,"0,082","1,2",92,24,"0,00"
132,32,6,4,4,"7,2","0,376","0,714",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,2","0,376","0,0","7,2",0,"0,033","2,8",100,39,"0,00"
270,23,4,3,4,"4,7","0,363","0,973",1,"1,0","0,234","1,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,128","1,0","3,7",1,"0,096","0,7",79,15,"0,00"
126,31,6,4,2,"14,2","0,352","0,970",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,8","0,041","0,8",1,"13,4","0,310","0,8","13,4",1,"0,080","2,0",94,14,"0,00"
292,25,4,4,2,"5,2","0,350","0,991",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,2","0,350","0,0","5,2",1,"0,029","1,2",100,23,"0,00"
82,15,2,3,2,"5,7","0,344","0,935",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,1","0,074","1,1",1,"4,3","0,143","1,5","4,3",0,"0,030","1,0",75,18,0
32,38,7,2,4,"5,2","0,313","0,973",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,2","0,313","0,0","5,2",1,"0,108","1,1",100,21,"0,00"
207,30,5,3,2,"6,1","0,310","0,988",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,1","0,310","0,0","6,1",0,"0,028","2,1",100,34,"0,00"
136,33,6,4,4,"7,5","0,307","0,371",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,5","0,307","0,0","7,5",0,"0,012","1,7",100,23,"0,00"
201,28,5,3,4,"6,9","0,297","0,920",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,9","0,297","0,0","6,9",0,"0,030","3,1",100,45,"0,00"
22,36,7,2,2,"5,6","0,290","0,965",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,290","0,0","5,6",1,"0,029","1,2",100,21,"0,00"
48,14,2,2,4,"4,9","0,275","0,985",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,141","1,2","3,7",1,"0,049","0,8",76,16,0
70,38,7,4,2,"7,8","0,272","0,778",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,8","0,272","0,0","7,8",0,"0,022","2,0",100,26,"0,00"
107,10,1,2,4,"6,7","0,260","0,937",1,"2,1","0,184","2,1",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,6","0,076","2,1","4,6",0,"0,015","0,6",69,9,0
154,20,3,2,2,"5,3","0,236","0,264",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,3","0,236","0,0","5,3",1,"0,005","0,3",100,6,0
140,34,6,4,4,"6,0","0,232","0,978",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,0","0,232","0,0","6,0",0,"0,017","2,0",100,33,"0,00"
183,21,3,4,3,"5,0","0,196","0,787",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,159","1,3","3,7",0,"0,008","0,4",74,8,0
60,1,1,4,4,"6,0","0,186","0,912",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,0","0,186","0,0","6,0",0,"0,047","2,4",100,40,0
112,32,6,3,4,"6,2","0,173","0,377",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,2","0,173","0,0","6,2",0,"0,002","0,5",100,8,"0,00"
26,37,7,2,2,"5,4","0,172","0,824",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,4","0,172","0,0","5,4",0,"0,024","1,6",100,30,"0,00"
110,32,6,3,2,"3,9","0,149","0,280",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,9","0,149","0,0","3,9",1,"0,001","0,3",100,8,"0,00"
63,2,1,4,3,"6,6","0,108","0,435",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,6","0,108","0,0","6,6",0,"0,062","3,8",100,58,0
48,6,1,2,4,"5,2","0,099","0,370",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,2","0,099","0,0","5,2",1,"0,000","0,0",100,0,0
116,33,6,3,4,"4,4","0,079","0,974",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,4","0,079","0,0","4,4",0,"0,001","0,6",100,14,"0,00"
118,34,6,3,2,"5,7","0,075","0,967",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,7","0,075","0,0","5,7",0,"0,002","0,7",100,12,"0,00"
54,16,2,2,2,"4,4","0,068","0,895",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,4","0,068","0,0","4,4",1,"0,001","0,3",100,7,0
156,20,3,2,4,"4,8","0,063","0,979",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,8","0,063","0,0","4,8",1,"0,000","0,0",100,0,0
126,18,2,4,2,"5,8","0,050","1,000",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,8","0,050","0,0","5,8",0,"0,001","0,2",100,3,0
53,8,1,2,1,"5,6","0,043","0,668",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,043","0,0","5,6",0,"0,000","0,3",100,5,0
76,5,1,4,4,"6,0","0,034","0,970",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,0","0,034","0,0","6,0",0,"0,028","1,1",100,18,0
20,5,1,1,4,"5,7","0,034","0,989",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,7","0,034","0,0","5,7",1,"0,000","0,0",100,0,0
107,13,2,4,3,"5,6","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,000","0,0","5,6",0,"0,000","0,0",100,0,0
16,14,2,1,4,"4,9","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,9","0,000","0,0","4,9",0,"0,000","0,0",100,0,0
77,14,2,3,1,"4,2","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,2","0,000","0,0","4,2",1,"0,000","0,0",100,0,0
59,17,2,2,3,"4,1","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,1","0,000","0,0","4,1",1,"0,000","0,0",100,0,0
